Sequence	Contig	Position	SexBias	P	Signif
12605731	CP020640.1	24171000	-0.0322581	1	False
12606298	CP020643.1	22677487	0.273118	0.0451359	False
12606302	CP020641.1	12713209	0	1	False
12606323	CP020622.1	9621571	0	1	False
12606957	CP020623.1	38256302	0	1	False
12607033	CP020635.1	14258669	-0.0623656	0.693026	False
12607550	CP020630.1	2677995	-0.0301076	1	False
12608116	CP020632.1	3116817	-0.0419355	0.932835	False
12608281	CP020641.1	22938910	0	1	False
12608400	CP020628.1	11826519	0	1	False
12608847	CP020622.1	6377924	0.0365591	0.957978	False
12608891	CP020639.1	23934253	0	1	False
12609212	CP020635.1	30183463	-0.111828	0.527561	False
12609307	CP020627.1	1147049	0.0032258	1	False
12609709	CP020634.1	22903164	0	1	False
12610390	CP020636.1	1749224	0	1	False
12610552	CP020643.1	8514808	0.289247	0.0090543	False
12610802	CP020644.1	20424259	0.0688172	0.631695	False
12611379	CP020632.1	29787432	0	1	False
12611594	CP020628.1	24412479	0	1	False
12611967	CP020624.1	7561963	-0.0817205	0.699265	False
12612315	CP020623.1	30170415	0.249462	0.0825507	False
12612573	CP020627.1	32990505	0	1	False
12612731	CP020621.1	8161198	0.119355	0.478812	False
12612741	CP020627.1	22986187	-0.105376	0.485695	False
12612869	CP020625.1	24606679	0	1	False
12613018	CP020629.1	9186094	0.144086	0.371418	False
12613050	CP020636.1	3905288	-0.0892473	0.619679	False
12613854	CP020624.1	29012962	-0.250538	0.0759131	False
12614110	CP020629.1	30260647	0	1	False
12614304	CP020638.1	3642595	0.0118279	1	False
12614345	CP020631.1	493748	0	1	False
12614364	CP020624.1	30624125	0	1	False
12614554	CP020643.1	4278587	-0.15914	0.162427	False
12614624	CP020625.1	20877777	-0.023656	1	False
12614693	CP020631.1	287531	0.0118279	1	False
12614857	CP020634.1	27365191	0.222581	0.0695703	False
12614991	CP020628.1	20759385	0	1	False
12615229	CP020630.1	25005385	0.286021	0.0271079	False
12615633	CP020632.1	15751649	0.00107527	1	False
12615743	CP020628.1	25740669	0	1	False
12615774	CP020629.1	14786231	0	1	False
12615974	CP020625.1	31969361	-0.176344	0.245707	False
12616286	CP020644.1	18926311	-0.016129	1	False
12616693	CP020633.1	18449066	0	1	False
12616754	CP020643.1	17250402	-0.0408602	0.937829	False
12617049	CP020626.1	15815419	0.0666667	0.450577	False
12617098	CP020622.1	3763898	0.103226	0.434598	False
12617561	CP020632.1	4430951	0	1	False
12617718	CP020623.1	5814669	-0.00752689	1	False
12617907	CP020640.1	26254836	-0.143011	0.367817	False
12618231	CP020636.1	27414796	-0.234409	0.0260371	False
12618301	CP020629.1	23045847	0.039785	0.942787	False
12618388	CP020623.1	19653521	0	1	False
12618701	CP020638.1	1335912	0	1	False
12618817	CP020621.1	37337222	-0.0956989	0.366516	False
12618994	CP020623.1	33820356	0	1	False
12619379	CP020640.1	19484824	0	1	False
12619460	CP020637.1	17595683	0.12043	0.463325	False
12619596	CP020638.1	19731214	0.201075	0.0508527	False
12619804	CP020638.1	27189776	0.156989	0.234324	False
12619858	CP020631.1	3368895	0.0709677	0.68308	False
12619999	CP020625.1	16640327	0.343011	0.0148949	False
12620067	CP020631.1	206766	-0.0645161	0.47938	False
12620440	CP020638.1	4854582	-0.0247312	1	False
12620633	CP020630.1	30992249	-0.0301076	1	False
12620888	CP020627.1	3316673	-0.150538	0.347698	False
12621183	CP020624.1	31898607	-0.0645161	0.47938	False
12621244	CP020626.1	25506745	0	1	False
12621351	CP020631.1	10005408	-0.0870968	0.652231	False
12621445	CP020626.1	25462725	-0.0215054	1	False
12621606	CP020633.1	30804398	0.0666667	0.450577	False
12621797	CP020637.1	31493867	0	1	False
12621844	CP020639.1	2035601	-0.276344	0.0539537	False
12622175	CP020641.1	27054043	0	1	False
12622269	CP020622.1	6082623	-0.0817205	0.699265	False
12622460	CP020626.1	9801873	0.0032258	1	False
12622560	CP020633.1	659908	0	1	False
12622577	CP020641.1	10638113	-0.0881721	0.637327	False
12622690	CP020636.1	22251710	0.0526882	0.870287	False
12623125	CP020629.1	30161456	0.1	0.221263	False
12623139	CP020624.1	3258985	0	1	False
12623293	CP020639.1	10882622	-0.0322581	1	False
12623524	CP020641.1	12510584	0	1	False
12623526	CP020621.1	17047089	0	1	False
12624181	CP020626.1	11563522	0	1	False
12624346	CP020642.1	10095298	-0.129032	0.126884	False
12624404	CP020639.1	12766065	-0.111828	0.527561	False
12624452	CP020621.1	6963902	0	1	False
12624624	CP020644.1	6472033	0	1	False
12624785	CP020626.1	21798050	0.106452	0.501112	False
12624858	CP020641.1	27505734	0.12043	0.463325	False
12624929	CP020630.1	28581194	0.00107527	1	False
12624969	CP020623.1	9352212	0.0215054	1	False
12625290	CP020621.1	2103753	0	1	False
12625541	CP020625.1	33661503	-0.0430108	0.927762	False
12625646	CP020630.1	15416826	0.0193548	1	False
12625654	CP020635.1	30138329	0	1	False
12625836	CP020637.1	27329423	0	1	False
12625944	CP020622.1	6502825	-0.0548387	0.85102	False
12626077	CP020642.1	24955951	0	1	False
12626331	CP020641.1	23678710	-0.0322581	1	False
12626701	CP020637.1	4876646	0	1	False
12627328	CP020631.1	21486652	0	1	False
12627382	CP020640.1	23502544	0	1	False
12627402	CP020635.1	3501130	0	1	False
12627438	CP020621.1	29495573	-0.0956989	0.366516	False
12627689	CP020637.1	14268189	0	1	False
12627747	CP020635.1	20716852	0	1	False
12628425	CP020643.1	2135	-0.434409	0.000265886	False
12628627	CP020625.1	33285448	0.00107527	1	False
12628830	CP020636.1	7258503	0.282796	0.0435417	False
12628917	CP020639.1	21231746	0.0333334	0.973624	False
12629096	CP020634.1	12383825	0.044086	0.922566	False
12629595	CP020634.1	24858170	0	1	False
12630206	CP020629.1	13778052	0.00430107	1	False
12630267	CP020622.1	3212703	0.0215054	1	False
12630380	CP020630.1	13702081	-0.0892473	0.619679	False
12630391	CP020631.1	24300841	-0.0494624	0.89311	False
12630395	CP020636.1	5619153	-0.0225806	1	False
12631179	CP020636.1	14297028	0	1	False
12631237	CP020624.1	16931142	-0.0204301	1	False
12631416	CP020641.1	5139272	-0.154839	0.285735	False
12631685	CP020621.1	8265427	0.102151	0.39187	False
12631882	CP020631.1	4289307	0	1	False
12632154	CP020629.1	3287004	-0.023656	1	False
12632165	CP020621.1	1380114	-0.0258065	1	False
12632193	CP020643.1	16802638	0.0806451	0.704584	False
12632212	CP020626.1	8529920	0.0365591	0.957978	False
12632270	CP020624.1	7969565	0.0451612	0.917204	False
12632398	CP020640.1	25443743	0.172043	0.204983	False
12632608	CP020630.1	32166715	0	1	False
12632695	CP020637.1	12576246	-0.111828	0.527561	False
12632758	CP020639.1	9069640	0.0333334	0.973624	False
12632862	CP020623.1	19293766	-0.221505	0.0861662	False
12632947	CP020628.1	26553388	0	1	False
12633181	CP020633.1	17051576	0	1	False
12633600	CP020644.1	7780837	0.104301	0.464368	False
12633905	CP020630.1	31005748	-0.0784946	0.71171	False
12634126	CP020630.1	15861757	0	1	False
12634323	CP020633.1	4239264	0.0344086	0.969025	False
12634596	CP020640.1	1090301	-0.0505376	0.886108	False
12634850	CP020642.1	20370310	0	1	False
12634965	CP020635.1	6463051	0.0752688	0.712706	False
12635112	CP020642.1	719002	0.0698925	0.66333	False
12635276	CP020623.1	24649611	-0.217204	0.136215	False
12635585	CP020621.1	30818782	0	1	False
12635721	CP020638.1	15935472	0.115054	0.517855	False
12636149	CP020642.1	410544	0	1	False
12636424	CP020644.1	1164129	-0.0548387	0.85102	False
12636641	CP020641.1	20973805	0	1	False
12636673	CP020635.1	1105048	0	1	False
12636698	CP020626.1	29715995	0.0333334	0.973624	False
12636780	CP020637.1	13136401	0.134409	0.180461	False
12636891	CP020625.1	3022955	-0.083871	0.684937	False
12637283	CP020640.1	18996257	0	1	False
12637414	CP020644.1	766353	0	1	False
12637446	CP020639.1	21207055	0.0333334	0.973624	False
12637741	CP020643.1	9035839	-0.272043	0.0400868	False
12637794	CP020642.1	9626615	0	1	False
12638049	CP020624.1	30719090	0.00645161	1	False
12638391	CP020621.1	33716662	0.0344086	0.969025	False
12638926	CP020625.1	8316367	0.0774193	0.713453	False
12639228	CP020639.1	1880570	0.101075	0.327311	False
12639269	CP020638.1	21108143	-0.301075	0.00633108	False
12639413	CP020636.1	14767468	0.170968	0.185976	False
12639567	CP020639.1	19492629	0	1	False
12639679	CP020642.1	2397442	0.177419	0.249121	False
12640148	CP020634.1	24761405	0	1	False
12640260	CP020623.1	13496625	0.0666667	0.450577	False
12640297	CP020630.1	28492811	-0.110753	0.527127	False
12640723	CP020636.1	30943418	-0.22043	0.101267	False
12641252	CP020636.1	28033917	-0.0946237	0.444854	False
12641685	CP020623.1	15771370	0	1	False
12642051	CP020628.1	26619719	0.368817	0.00227542	False
12642109	CP020630.1	5419582	0	1	False
12642949	CP020639.1	19988749	0	1	False
12643280	CP020643.1	18031082	-0.0408602	0.937829	False
12643647	CP020622.1	6082623	0.175269	0.239889	False
12643668	CP020629.1	31466702	0.0924731	0.540837	False
12643736	CP020637.1	5326489	0.0333334	0.973624	False
12643760	CP020626.1	29576930	-0.217204	0.136215	False
12643894	CP020641.1	26399678	-0.0150538	1	False
12643899	CP020633.1	1299361	-0.34086	0.0136402	False
12644140	CP020636.1	4084070	0	1	False
12644676	CP020626.1	1138616	0	1	False
12644756	CP020621.1	37891263	0.252688	0.0591399	False
12645107	CP020643.1	23537947	0.088172	0.637327	False
12645357	CP020635.1	12395998	0.28172	0.0476395	False
12645681	CP020629.1	27564487	-0.236559	0.0514172	False
12645901	CP020644.1	8967015	0.0666667	0.450577	False
12646466	CP020629.1	9519109	-0.109677	0.524624	False
12646483	CP020637.1	13381008	0.202151	0.0731611	False
12646663	CP020634.1	20383846	0	1	False
12646953	CP020635.1	19662880	0.00215054	1	False
12647397	CP020636.1	21430031	-0.236559	0.0514172	False
12647651	CP020623.1	27794364	0	1	False
12647720	CP020621.1	29588407	-0.0311828	1	False
12647816	CP020632.1	12077561	0	1	False
12647869	CP020621.1	35417961	-0.144086	0.371418	False
12648102	CP020628.1	5332367	-0.0193549	1	False
12648216	CP020639.1	19570976	-0.0645161	0.47938	False
12648383	CP020641.1	4657257	-0.248387	0.0879205	False
12648593	CP020629.1	1116757	-0.12043	0.463325	False
12648623	CP020622.1	6082623	-0.0430108	0.927762	False
12649931	CP020632.1	26674175	0	1	False
12650287	CP020642.1	3324281	0.0913978	0.572829	False
12650691	CP020624.1	7503246	-0.0408602	0.937829	False
12650778	CP020625.1	24260326	-0.0967742	0.244047	False
12650789	CP020644.1	8759310	-0.0645161	0.47938	False
12650900	CP020638.1	21653261	0	1	False
12650951	CP020638.1	26955859	-0.0731183	0.704393	False
12650977	CP020641.1	15035395	-0.302151	0.0100709	False
12651355	CP020625.1	13799615	-0.208602	0.151596	False
12651819	CP020628.1	3727461	0	1	False
12651835	CP020644.1	19921876	0.00430107	1	False
12652180	CP020626.1	15713818	-0.0430108	0.927762	False
12652540	CP020626.1	61700	-0.124731	0.363715	False
12652571	CP020629.1	12739979	0.039785	0.942787	False
12652674	CP020624.1	2247296	0	1	False
12652971	CP020625.1	430146	-0.0602151	0.768103	False
12653137	CP020630.1	13780315	0	1	False
12653408	CP020624.1	27358380	-0.0774194	0.713453	False
12653657	CP020636.1	16194607	0.0333334	0.973624	False
12654050	CP020644.1	19400972	0.016129	1	False
12654373	CP020624.1	26401906	0	1	False
12654528	CP020640.1	8088046	-0.0645161	0.47938	False
12654784	CP020633.1	1380030	0.276344	0.0539537	False
12654870	CP020633.1	11683800	0	1	False
12655119	CP020623.1	38288819	-0.141935	0.361634	False
12655383	CP020631.1	20430306	0.0333334	0.973624	False
12655470	CP020635.1	27066245	0.286021	0.0271079	False
12655631	CP020622.1	3763549	0.112903	0.526105	False
12655667	CP020626.1	29650472	0	1	False
12656230	CP020622.1	17923819	0.0354839	0.963377	False
12656580	CP020627.1	1608257	-0.0537634	0.861184	False
12657159	CP020633.1	14053029	-0.267742	0.013006	False
12657519	CP020625.1	23367326	0	1	False
12657591	CP020627.1	9163330	0.103226	0.434598	False
12657785	CP020621.1	28352319	0	1	False
12658257	CP020636.1	17048954	0.0344086	0.969025	False
12658306	CP020629.1	28267047	0.116129	0.511067	False
12658627	CP020627.1	24605357	-0.0408602	0.937829	False
12658788	CP020633.1	4404712	-0.202151	0.0731611	False
12659020	CP020627.1	30236758	-0.0322581	1	False
12659135	CP020634.1	9443280	-0.0322581	1	False
12659285	CP020642.1	23547933	0	1	False
12659292	CP020628.1	1241639	0	1	False
12659408	CP020642.1	10503067	-0.0731183	0.704393	False
12659521	CP020623.1	38878999	-0.0731183	0.704393	False
12659725	CP020643.1	11899464	0	1	False
12659907	CP020635.1	16000360	-0.0494624	0.89311	False
12661055	CP020630.1	31469533	-0.0623656	0.693026	False
12661086	CP020632.1	1931223	0.00107527	1	False
12661182	CP020642.1	19771006	0	1	False
12661541	CP020641.1	26445049	0	1	False
12661732	CP020635.1	18995240	0	1	False
12661837	CP020633.1	17213693	0	1	False
12662014	CP020644.1	23169118	0.151613	0.336255	False
12662360	CP020632.1	11836870	-0.044086	0.922566	False
12662512	CP020627.1	8186157	0	1	False
12662613	CP020640.1	12698628	0	1	False
12662835	CP020633.1	5702841	0.135484	0.23247	False
12663146	CP020632.1	3418120	0.0548387	0.85102	False
12663241	CP020638.1	8872893	0.00752687	1	False
12663459	CP020642.1	20423700	0	1	False
12663522	CP020643.1	21132570	0	1	False
12663619	CP020636.1	27139212	-0.0419355	0.932835	False
12663724	CP020639.1	7509215	-0.188172	0.166369	False
12663794	CP020632.1	2534966	-0.151613	0.336255	False
12663859	CP020633.1	24723260	0.0225806	1	False
12664237	CP020631.1	6426330	-0.0795699	0.708735	False
12664485	CP020632.1	792756	-0.137634	0.300646	False
12664820	CP020625.1	10109098	-0.334409	0.00299896	False
12664975	CP020632.1	2255151	-0.170968	0.185976	False
12665008	CP020636.1	3166485	0	1	False
12665356	CP020627.1	9005293	0.0139785	1	False
12665407	CP020634.1	1418843	0	1	False
12665451	CP020642.1	23548024	0.168817	0.132709	False
12665648	CP020641.1	3323765	0	1	False
12665887	CP020630.1	3782298	-0.11828	0.491734	False
12666079	CP020635.1	28933573	0.11828	0.491734	False
12666151	CP020633.1	13367510	0	1	False
12666387	CP020637.1	6158203	0	1	False
12666895	CP020624.1	32234709	0.0677419	0.575671	False
12666919	CP020642.1	14660107	0.0860215	0.664906	False
12666984	CP020626.1	7934309	-0.190323	0.120525	False
12667142	CP020632.1	10236709	0	1	False
12667161	CP020635.1	29621565	-0.072043	0.695957	False
12667670	CP020635.1	11105013	0	1	False
12667812	CP020626.1	29300801	0	1	False
12667901	CP020631.1	22930152	0.178495	0.250315	False
12668099	CP020631.1	24829052	0.0215054	1	False
12668324	CP020632.1	1293050	0	1	False
12668463	CP020631.1	14481044	-0.0322581	1	False
12668528	CP020631.1	4691531	0.125806	0.32382	False
12668809	CP020631.1	6515523	0.0333334	0.973624	False
12668913	CP020638.1	140157	0.0677419	0.575671	False
12669117	CP020631.1	13924881	0	1	False
12669802	CP020642.1	23316251	0.189247	0.144928	False
12670107	CP020627.1	2317758	0	1	False
12670230	CP020637.1	6378309	0.13871	0.322942	False
12670689	CP020639.1	18497822	-0.105376	0.485695	False
12671100	CP020627.1	13290831	0	1	False
12671314	CP020638.1	1247641	-0.0580645	0.810625	False
12671946	CP020621.1	7724942	0	1	False
12672347	CP020631.1	4085037	-0.0322581	1	False
12672519	CP020626.1	31245013	0.0838709	0.684937	False
12673042	CP020628.1	21914644	0.072043	0.695957	False
12673079	CP020636.1	7059886	0	1	False
12673557	CP020641.1	27521653	-0.122581	0.4227	False
12673843	CP020632.1	9880599	0	1	False
12673983	CP020641.1	11500206	-0.212903	0.158279	False
12673995	CP020642.1	15598564	-0.0322581	1	False
12674034	CP020634.1	1901630	0	1	False
12674192	CP020631.1	737345	0.0107527	1	False
12674382	CP020626.1	15038942	-0.301075	0.00633108	False
12675285	CP020628.1	26090010	0.0032258	1	False
12675999	CP020628.1	11113224	0.239785	0.0801592	False
12676195	CP020628.1	11071879	0.205376	0.124372	False
12676567	CP020644.1	1114559	0	1	False
12676613	CP020639.1	20483518	0.0591398	0.791747	False
12676688	CP020629.1	9534973	-0.234409	0.0260371	False
12676694	CP020639.1	15127289	0.0333334	0.973624	False
12676720	CP020635.1	28416932	-0.236559	0.0514172	False
12676841	CP020637.1	25959517	0	1	False
12677108	CP020637.1	18125481	-0.0290322	1	False
12677449	CP020644.1	6711479	0	1	False
12678035	CP020622.1	901311	-0.0172043	1	False
12678253	CP020621.1	29787574	0.0376344	0.952798	False
12678432	CP020621.1	36619267	0.116129	0.511067	False
12678687	CP020627.1	27123749	0.0784946	0.71171	False
12678710	CP020636.1	14086548	0	1	False
12679485	CP020623.1	36264557	0	1	False
12679903	CP020628.1	8373281	0	1	False
12680209	CP020640.1	22773289	-0.0774194	0.713453	False
12680605	CP020627.1	2274151	0	1	False
12681445	CP020625.1	14726647	0.383871	0.00261044	False
12681618	CP020636.1	10818749	-0.0645161	0.47938	False
12682043	CP020639.1	1751392	-0.104301	0.464368	False
12682468	CP020628.1	15313794	-0.0473118	0.905799	False
12682782	CP020638.1	25785684	-0.0526882	0.870287	False
12683710	CP020637.1	12046269	0.0688172	0.631695	False
12683940	CP020642.1	1234464	-0.269892	0.0273494	False
12684106	CP020623.1	27251990	0.00537634	1	False
12684378	CP020630.1	29166078	0	1	False
12684472	CP020639.1	23596288	-0.369892	0.00327818	False
12684673	CP020644.1	19074917	0.00107527	1	False
12684715	CP020638.1	4561403	-0.14086	0.352492	False
12685544	CP020627.1	5170216	0	1	False
12685758	CP020641.1	27800482	0.039785	0.942787	False
12686001	CP020635.1	18640252	-0.317204	0.0177844	False
12686507	CP020638.1	15806637	0	1	False
12686529	CP020643.1	10122375	0.0462366	0.911632	False
12686810	CP020626.1	30768508	0	1	False
12686940	CP020630.1	31931030	0	1	False
12687057	CP020636.1	16948873	-0.0612903	0.737008	False
12687399	CP020632.1	29766984	-0.219355	0.114679	False
12687558	CP020626.1	1322917	0	1	False
12687593	CP020640.1	9365862	0	1	False
12687764	CP020637.1	3134684	-0.0817205	0.699265	False
12688162	CP020637.1	2345448	0.0860215	0.664906	False
12688880	CP020621.1	33221693	-0.183871	0.225583	False
12689164	CP020635.1	16911354	-0.0537634	0.861184	False
12689274	CP020638.1	28950589	-0.12043	0.463325	False
12689506	CP020642.1	21834290	0	1	False
12689508	CP020633.1	12408557	0	1	False
12689740	CP020631.1	17877743	-0.0752688	0.712706	False
12689982	CP020638.1	25496221	0	1	False
12690276	CP020621.1	3410187	-0.286022	0.0271079	False
12690321	CP020641.1	21361535	-0.0301076	1	False
12690843	CP020641.1	31391724	-0.0494624	0.89311	False
12691005	CP020630.1	30072826	-0.269892	0.0273494	False
12691409	CP020634.1	29304013	0.0924731	0.540837	False
12691726	CP020642.1	16261630	0	1	False
12692397	CP020637.1	10237401	0.202151	0.0731611	False
12692476	CP020626.1	23261104	0	1	False
12692956	CP020639.1	11401951	0	1	False
12693227	CP020627.1	5666903	0	1	False
12693287	CP020627.1	31504234	-0.039785	0.942787	False
12693410	CP020641.1	28843860	-0.127957	0.20957	False
12693973	CP020640.1	3168044	-0.0645161	0.47938	False
12694994	CP020622.1	18867949	-0.0591398	0.791747	False
12695893	CP020633.1	28623755	0	1	False
12695915	CP020633.1	33087019	0	1	False
12696039	CP020641.1	12165695	0	1	False
12696284	CP020643.1	7961321	-0.0494624	0.89311	False
12697194	CP020633.1	25554393	0	1	False
12697332	CP020638.1	9643427	0	1	False
12697831	CP020639.1	20410210	0.0860215	0.664906	False
12698066	CP020632.1	3608065	0.133333	0.110857	False
12698207	CP020632.1	13025726	-0.0322581	1	False
